"1005","cīdan cīn-"
"1006","cihr"
"1007","cihrag"
"1008","cihrēnīdan cihrēn-"
"1009","cihrīg"
"1010","cihršnāsīh"
"1011","cim"
"1012","cim rāy"
"1013","cimīg"
"1014","cīn- cīnišn"
"1015","cīnag"
"1016","cinar"
"1017","cīnišn"
"1018","cinwad puhl"
"1019","cirāγ"
"1020","tisciš"
"1021","ciyōn"
"1022","ciyōn ka"
"1023","ciyōnīh"
"1024","im cim rāy"
"1025","cōb"
"1026","cōbag"
"1027","abāz dādan ō"
"1028","abāz dāštan"
"1030","āzādīh guftan āzādīh hangārdan āzādīh kardan pad āzādīh dāštan"
"1031","dabr"
"1032","dabr"
"1033","dad"
"1034","dād"
"1035","dād"
"1036","dād"
"1037","dād"
"1038","dādan dah-"
"1039","dādār"
"1040","dādārīh"
"1041","dādestān"
"1042","dādgāh"
"1043","dādīg"
"1044","dādmeh"
"1045","dādwar"
"1046","dādwarīh"
"1047","daftan dam-"
"1048","daftar"
"1049","dagr"
"1050","dagrand"
"1051","dagrandxwadāy"
"1052","dagrpattāy"
"1053","dagrzamān"
"1054","dagrzīwišn dagr zīšn"
"1055","dah"
"1056","dah- dahišn"
"1057","Dahāg"
"1058","dahā̆n"
"1059","dahibed"
"1060","dahigān"
"1061","dahišn"
"1062","dahlīz"
"1063","dahm"
"1064","dahom"
"1065","dālman"
"1066","dām"
"1067","dām"
"1068","dām"
"1069","dam- damišn"
"1070","dāmād"
"1071","dāmādīh"
"1072","damēnag"
"1073","damīdan"
"1074","damišn"
"1075","#NAME?"
"1076","dān- danišn"
"1077","dān dānag"
"1078","dānāg"
"1079","ahnūniz"
"1080","dānāgīh"
"1081","dandān"
"1082","dānišn"
"1083","dānišnōmand"
"1084","dānistan dān-"
"1085","dar"
"1086","dār"
"1087","#NAME?"
"1088","dār- darišn"
"1089","darāγ"
"1090","darak"
"1091","darband"
"1092","darbās"
"1093","dard"
"1094","dardōmand"
"1095","dārēn"
"1096","dargāh"
"1097","dārgardīh"
"1098","darhandarzbed"
"1099","darīgbed"
"1100","dārmag"
"1101","darmān"
"1102","darrīdan darr-"
"1103","dārūg"
"1104","dārwāzīg"
"1105","darz"
"1106","darzīg"
"1107","dās"
"1108","dāsr dāsar"
"1109","dašn"
"1110","dāšn"
"1111","dašnag"
"1112","dast"
"1113","dašt"
"1114","dastag"
"1115","dastagird"
"1116","daštān"
"1117","dāštan dar-"
